0;1;2?ParameterNavn;3Energi (kJ);4Energi (kcal);5Protein;6Protein fra Aminosyrer;7Protein, 8deklaration;9Kulhydrat difference;10Tilg�ngelig kulhydrat;11Tilg�ngelig kulhydrat, deklaration;12Kostfibre;13Fedt;14Alkohol;15Salt deklaration;16Aske;17T�rstof;18Vand;19A-vitamin;20Retinol;21beta-Caroten;22D-vitamin;23D3-vitamin;24D2-vitamin;25 25-hydroxy D3-vitamin;26 25-hydroxy D2-vitamin;27E-vitamin;28alfa-Tokoferol;29beta-Tokoferol;30gamma-Tokoferol;31delta-Tokoferol;32alfa-Tokotrienol;33K1-vitamin;34Thiamin (B1-vitamin);35Thiamin;36 2-(1-hydroxyethyl)thiamin;37Riboflavin (B2-vitamin);38Niacin�kvivalent;39Niacin;40B6-vitamin;41Pantothensyre;42Biotin;43Folat;44Frit folat;45B12-vitamin;46C-vitamin;47Ascorbinsyre;48Dehydroascorbinsyre;49Natrium;50Kalium;51Calcium;52Magnesium;Rubidium;Jern;Kobber;Zink;Mangan;Krom;Molybd�n;Cobolt;Selenium;Aluminium;Silicium;Bor;Fosfor;Fluor;Chlorid;Brom;Jod;Svovl;Nikkel;Kviks�lv;Arsen;Cadmium;Bly;Tin;Fruktose;Galaktose;Glukose;Sum monosakkarider;Laktose;Maltose;Sakkarose;Sum disakkarider;Maltotriose;Raffinose;Sum sukkerarter;Tilsat Sukker;Frie sukkerarter;Sorbitol;Mannitol;Inositol;Maltitol;Sum sukkeralkoholer;Stivelse;Cellulose;Lignin;Uopl�selige kostfibre;H�j molekylev�gt opl�selige kostfibre;Lav molekylev�gt opl�selige kostfibre;Crude fibre;Neutral detergent fibre;L-m�lkesyre;D-m�lkesyre;M�lkesyre;Citronsyre;Oxalsyre;�blesyre;Eddikesyre;Propionsyre;Benzosyre;Sum organiske syrer;C4:0;C6:0;C8:0;C10:0;C12:0;C13:0;C14:0;C15:0;C16:0;C17:0;C18:0;C20:0;C21:0;C22:0;C23:0;C24:0;C12:1,n-1;C14:1,n-5;C15:1,n-5;C16:1,n-7;C17:1,n-7;C18:1,n-7;C18:1,n-9;C18:1,n-12;C20:1,n-9;C20:1,n-11;C20:1,n-15;C22:1,n-9;C22:1,n-11;C24:1,n-9;C14:1,n-5,trans;C16:1,n-7,trans;C18:1,trans;C20:1,trans;C22:1,trans;C18:2,n-6;C18:2,konjugeret;C18:3,n-3;C18:3,n-6;C18:4,n-3;C20:2,n-6;C20:3,n-3;C20:3,n-6;C20:4,n-3;C20:4,n-6;C20:5,n-3;C22:2,n-6;C22:3,n-3;C22:4,n-6;C22:5,n-3;C22:5,n-6;C22:6,n-3;C18:2,trans;Andre fedtsyrer;Sum m�ttede fedtsyrer;Sum enkeltum�ttede fedtsyrer;Sum flerum�ttede fedtsyrer;Sum transfedtsyrer;Sum fedtsyrer under detektionsgr�nsen;Sum fedtsyrer;Sum n-3 fedtsyrer;Sum n-6 fedtsyrer;Kolesterol;Nitrogen;Isoleucin;Leucin;Lysin;Methionin;Cystin;Phenylalanin;Tyrosin;Threonin;Tryptofan;Valin;Arginin;Histidin;Alanin;Asparaginsyre;Glutaminsyre;Glycin;Prolin;Serin;Hydroxyprolin;Ornitin;Histamin;Serotonin;Tyramin;Phenylethylamin;Putrescin;Cadaverin;Spermin;Spermidin;Sum biogene aminer;Svind;Nitrogen-til-protein faktor;Fedtsyrekonverteringsfaktor;Massefylde
Champignon, konserves;Mushroom, canned;927;92;22;2,5;;2,5;3,1;0,7;0,1;2,4;0,5;0,0;0,0;1,2;7,3;92,7;0,8;0,0;10;0,00;0,00;;;;0,00;0,00;;;;;0,0;0,081;;;0,40;4,10;3,61;0,06;1,00;16,0;23,0;20,0;0,00;2,1;2,1;;5,0;190,0;18,0;8,0;;0,84;0,480;0,93;0,07;9,00;0,0;;3,30;;;;76;;;;0,5;;;2,50;;1,00;0,90;3700;0,00;;0,08;0,08;;0,00;0,00;0,00;;;0,08;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,11;0,00;0,01;0,00;;0,00;;;;0,00;0,00;0,00;0,00;;0,01;;;0,00;;0,00;;;;;;;;0,05;;0,21;;;;0,00;;;0,00;0,00;;;;0,00;;0,00;;;0,11;0,01;0,26;;;0,39;0,21;0,05;0,0;0,40;68;111;88;3;9;65;7;86;29;87;54;39;185;120;225;75;106;69;;;;;;;;;;;;0,0;6,25;0,77;
Hvedebr�d, solsikkebr�d;Wheat bread, white, with sunflower kernels;929;1135;269;9,0;8,0;9,9;49,4;44,4;43,5;5,0;5,1;0,0;0,9;1,7;65,1;34,9;;;;;;;;;;;;;;;;0,261;;;0,13;1,71;;0,15;;;58,0;;;;;;376,9;185,9;59,1;45,4;;1,50;;1,00;;;;;;;;;195;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,06;;0,44;0,00;0,20;0,02;;0,00;;0,00;;0,00;;0,01;;0,00;0,84;;;0,02;;0,00;0,00;0,00;;;;;;1,98;;0,10;;0,00;0,00;0,00;0,02;;;0,00;;;;0,00;;0,00;;0,00;0,73;0,87;2,10;;;3,69;0,10;2,00;;1,58;380;681;222;144;158;475;206;253;103;443;348;206;301;396;3087;332;1061;475;;;;;;;;;;;;0,0;5,70;0,73;
Purl�g, r�;Chives, raw;930;107;26;2,4;1,6;2,4;3,9;1,5;1,5;2,4;0,6;0,0;0,0;0,8;7,7;92,4;115,0;0,0;1380;0,00;0,00;;;;1,60;1,60;;;;;310,0;0,070;;;0,20;1,18;0,60;0,22;0,30;0,4;80,0;41,0;0,00;41,0;41,0;;14,0;253,0;56,9;13,0;;1,30;0,090;0,46;2,70;7,00;10,0;;0,10;;;;53;;;;2,2;;50,0;1,50;3,00;3,00;19,00;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,08;;0,01;;;;;;;;;0,01;;;0,01;;;;;;;;;;;;;0,12;;0,26;;;;;;;;;;;;;;;;;0,08;0,02;0,38;;;0,48;0,26;0,12;0,0;0,38;92;157;134;33;12;100;65;96;35;123;100;42;134;204;253;111;92;111;;;;;;;;;;;;0,0;6,25;0,80;
Hindb�r, dybfrost, r�;Raspberry, frozen;931;223;53;1,4;;1,4;11,1;6,7;6,5;4,4;1,4;0,0;0,0;0,5;14,3;85,7;3,5;0,0;42;0,00;0,00;;;;1,40;1,40;;;;;;0,030;;;0,05;0,75;0,50;0,09;0,24;1,9;44,0;15,0;0,00;24,0;24,0;;2,0;228,0;19,7;17,0;;0,55;0,105;0,34;1,20;0,80;0,0;;0,19;;;;38;;;;0,4;;17,9;0,03;0,41;1,12;0,80;;2,88;;2,53;5,40;;0,00;1,10;1,10;;;6,50;0,00;0,00;0,00;;;;0,00;0,00;;;;;;;;;;;;;;;;2,50;;;;;;;;;;0,09;;0,02;;;;;;;;;;;;0,10;;;;;;;;;;;;;0,47;;0,40;;;;;;;;;;;;;;;;;0,10;0,10;0,87;;;1,08;0,40;0,47;0,0;0,22;;;;;;;;;15;;;;;;;;;;;;;0,00;4,82;;;;;;;0,0;6,25;0,80;
Kumquat, guldorange, dv�rgappelsin, r�;Kumquats, raw;932;272;65;1,1;;1,1;13,9;9,5;9,5;4,4;1,5;0,0;0,0;0,5;17,0;83,0;9,4;0,0;113;0,00;0,00;;;;;;;;;;;0,037;;;0,09;0,43;0,43;0,04;;;17,0;;0,00;45,5;45,5;;5,8;129,0;68,5;14,7;;0,47;0,095;0,09;0,14;;;;0,00;;;;19;;;;;;;;;;;;2,28;;2,18;4,45;;;2,01;2,01;;;6,46;0,00;0,00;;;;;;;;;;;;3,70;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,01;;0,23;;0,01;;;;;;;;;0,05;;;0,35;;;0,00;;0,00;;;;;;;;0,31;;0,12;;0,00;;;;;0,00;0,00;;;;0,00;;0,00;;;0,25;0,40;0,43;;;1,08;0,12;0,31;0,0;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,0;6,25;0,70;
Kalvek�d, Tunge, r�;Tongue, calf, raw;933;666;160;12,6;12,4;12,6;0,0;0,0;0,9;0,0;12,2;0,0;0,2;0,9;25,7;74,3;0,0;0,0;0;0,00;0,00;;;;0,10;0,10;;;;;0,0;0,083;;;0,28;6,11;3,00;0,13;2,00;3,3;19,0;4,0;4,00;2,7;2,7;;93,0;241,0;4,4;17,0;;2,30;0,155;3,40;0,03;2,00;0,0;;2,00;;;;173;;;;2,3;;1,0;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;;;0,90;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,42;;2,73;0,14;1,73;0,00;;0,03;;0,00;;0,06;;0,43;;0,00;4,97;;;0,19;;0,00;0,00;0,00;;;;;;0,46;;0,11;;0,00;0,00;0,00;0,00;;;0,00;;;;0,00;;0,00;;0,00;5,04;5,64;0,57;;;11,25;0,11;0,46;62,0;2,70;676;1136;1460;379;143;622;487;649;187;811;946;352;919;1325;1947;973;757;622;;;;;;;;;;;;31,0;6,25;0,92;
Ispind, limonade;Ice, popsickle, lemonade;934;372;88;0,5;;0,5;17,0;17,0;;0,0;2,0;0,0;;;19,5;80,5;0,5;;;0,00;;;;;0,00;;;;;;;0,010;;;0,00;0,00;0,00;0,00;;;1,0;;0,00;6,6;;;;18,0;0,0;5,5;;0,00;;0,00;;;;;0,00;;;;2;;;;1,2;;;;;;;;;;;;;;;;;;17,70;15,90;16,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,83;0,24;0,14;;;1,86;0,03;0,11;;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,93;
Grisek�d, skinkeculotte af yderl�r, ca. 2 mm sp�k, r�;Pork, ham, silverside, 2 mm fat, raw;935;677;162;19,0;;19,0;0,0;0,0;0,0;0,0;9,6;0,0;;1,0;29,6;70,4;;;;0,21;0,11;;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,80;;;58,9;3,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,92;
Krydderskinke, udbenet;Pork, ham, spiced, deboned;936;845;203;12,0;9,6;12,0;4,6;4,6;4,6;0,0;15,2;0,0;3,6;4,0;35,8;64,2;0,0;0,0;0;0,24;0,14;;0,10;;0,10;0,10;;;;;0,0;0,750;;;0,23;5,94;3,80;0,44;0,60;2,6;1,5;;0,65;0,0;0,0;;1448,0;245,0;7,0;25,0;;0,96;0,079;2,40;0,01;5,30;0,0;;6,90;;;;188;;;;1,0;;;0,13;2,00;1,90;5,60;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,23;0,00;3,85;0,00;1,96;;;;;;;;;0,49;0,00;;6,23;;;0,10;;;;;;;;;;1,03;;0,09;;;;0,00;;;0,00;0,00;;;;0,00;;;;;6,04;6,82;1,12;;;13,98;0,09;1,03;47,0;1,92;576;883;1075;307;81;442;403;499;129;634;710;442;710;1075;1632;595;461;480;;;1,10;;1,10;;0,45;0,13;0,13;1,45;4,36;0,0;6,25;0,92;
Pastinak, r�;Parsnip, raw;937;264;63;2,1;1,3;2,1;14,7;10,2;10,2;4,5;0,5;0,0;0,0;1,0;18,3;81,7;1,7;0,0;20;0,00;0,00;;;;2,30;2,30;;;;;;0,090;;;0,18;3,55;3,20;0,11;0,60;0,1;67,0;57,0;0,00;6,0;6,0;;6,0;635,0;55,0;30,0;;0,80;0,140;0,85;0,40;1,00;0,0;;0,20;;;;94;;;;0,3;;20,0;;;;;;;;;;;;;;;;8,40;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,07;;0,00;;;;;;;;;;;;0,03;;;;;;;;;;;;;0,27;;0,02;;;;;;;;;;;;;;;;;0,08;0,03;0,30;;;0,40;0,02;0,27;0,0;0,34;71;97;91;21;5;64;33;64;21;91;202;34;81;228;195;54;124;77;;;;;;;;;;;;20,0;6,25;0,80;
Kartoffel, efter�r (oktober til januar), r�;Potato, automn (October to January), raw;938;363;86;2,2;1,7;2,2;19,5;18,1;18,1;1,4;0,2;0,0;;1,0;22,9;77,1;0,0;0,0;;0,00;0,00;;;;;;;;;;;;;;;0,56;;;;;;;0,00;19,0;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,03;;0,01;;;;;;;;;0,00;;;0,01;;;;;;;;;;;;;0,05;;0,06;;;;;;;;;;;;;;;;;0,04;0,01;0,11;;;0,16;0,06;0,05;0,0;0,35;81;120;127;30;18;88;42;74;33;130;92;39;77;465;292;63;77;77;;;;;;;;;;;;15,0;6,25;0,80;
Maniok, kassava, r�;Cassava, raw;939;659;155;1,4;0,7;1,4;38,1;36,3;35,0;1,8;0,3;0,0;0,0;0,6;40,3;59,7;0,5;0,0;6;0,00;0,00;;;;;;;;;;;0,087;;;0,05;1,17;0,85;0,09;0,11;;27,0;;0,00;20,6;20,6;;14,0;271,0;16,0;21,0;;0,27;0,100;0,34;0,38;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;2,49;;;;;;1,26;;;;;1,26;0,00;0,00;0,00;0,00;0,00;;0,00;;0,07;;0,01;;;;;;;;;0,00;;;0,07;;;0,00;;0,00;;;;;;;;0,03;;0,02;;0,00;;;;;0,00;0,00;;;;0,00;;0,00;;;0,07;0,07;0,05;;;0,20;0,02;0,03;0,0;0,22;26;39;44;11;28;26;18;28;19;35;137;20;39;78;207;28;33;33;;;;;;;;;;;;28,0;6,25;0,70;
Oksek�d, inderl�r med kappe, r�;"Beef, topside ""cap on"", raw";940;677;162;21,1;17,0;21,1;0,0;0,0;0,0;0,0;8,6;0,0;0,2;1,0;30,7;69,3;6,0;6,0;0;0,50;0,50;;;;0,29;0,29;;;;;0,0;0,050;;;0,17;9,83;6,00;0,50;0,80;0,0;6,0;4,0;1,40;0,0;0,0;;61,0;330,0;5,0;22,0;;2,20;0,080;4,50;0,01;4,00;0,0;;9,60;;;;170;;;;0,9;;0,7;0,05;0,53;0,90;2,50;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,26;0,05;2,18;0,10;1,05;;;;;;;0,12;;0,51;0,08;;3,40;;;0,00;;;;;;;;;;0,16;;0,10;;;;0,00;;;0,08;0,00;;;;0,00;;;;;3,63;4,11;0,35;;;8,08;0,10;0,24;64,5;3,38;1013;1620;1756;540;145;844;709;912;230;1114;1283;709;1215;1857;3005;1080;878;844;;;0,23;;2,35;0,00;0,23;0,84;2,58;;6,23;5,0;6,25;0,94;
Remoulade, fedtreduceret, uspec.;Remoulade, fatreduced, average values;941;939;228;0,8;;0,8;3,6;3,1;3,1;0,5;23,5;0,0;0,7;2,2;30,1;69,9;54,0;54,0;0;1,02;1,02;;;;7,50;7,50;;;;;;0,025;;;0,04;0,00;0,00;0,04;;;7,0;;1,10;2,0;2,0;;265,0;49,0;14,0;3,0;;1,20;;0,60;;;;;1,60;;;;55;;;;5,0;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,02;;1,40;0,00;0,47;0,14;;0,09;;0,04;;0,00;;0,05;;0,00;11,39;;;0,26;;0,15;0,00;0,07;;;;;;6,20;;2,10;;0,00;0,04;0,00;0,00;;;0,00;;;;0,00;;0,00;;0,00;2,17;11,93;8,33;;;22,43;2,10;6,23;100,0;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,96;1,00
Oksek�d, hakket, 10-15% fedt, r�;Beef, mince, 10-15% fat, raw;942;687;164;19,4;;19,4;0,0;0,0;0,0;0,0;9,7;0,0;0,2;0,9;30,0;70,0;11,7;11,7;;0,50;0,50;;;;0,39;0,39;;;;;;0,044;;;0,17;7,79;3,93;0,26;0,34;1,3;9,6;;2,04;;;;64,8;301,9;6,9;19,3;;2,25;0,067;4,40;0,01;;;;6,53;;;;174;;;;0,0;;0,7;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;0,19;;1,66;;0,94;0,00;;;;;;0,08;;3,17;;0,11;2,36;;;0,01;;;;;;;0,14;;;0,15;;0,04;;;;;;;;;;;;;;;;0,23;2,80;5,73;0,19;0,14;;9,08;0,04;0,15;61,0;3,28;996;1666;1833;526;158;862;703;924;232;1094;1306;747;1277;1891;3104;1107;884;846;;0;;;;;;;;;;0,0;6,25;0,94;
Tyggegummi, uden sukker, uspec.;Chewing gum, no sugar added, all types;943;1451;342;0,6;;0,6;86,0;83,6;83,6;2,4;0,0;0,0;0,3;9,8;96,4;3,6;0,0;;;0,00;;;;;0,00;;;;;;;0,000;;;0,00;0,00;0,00;0,00;;;0,0;;0,00;0,0;;;102,0;87,0;2355,0;186,0;;10,00;0,050;0,09;1,09;;;;1,00;;;;4;;;;0,2;;;;;;;;;;;;;2,40;;2,40;;;2,40;2,40;2,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;0,00;0,00;;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,80;
Oksek�d, mellemsk�rt, r�t;Beef, neck, raw;944;687;164;20,8;16,7;20,8;0,0;0,0;0,0;0,0;9,0;0,0;0,2;1,0;30,8;69,2;7,0;7,0;0;0,50;0,50;;;;0,30;0,30;;;;;0,0;0,032;;;0,19;9,67;5,90;0,48;0,80;0,0;6,0;4,0;1,40;0,0;0,0;;69,0;325,0;5,0;22,0;;2,20;0,068;5,80;0,01;1,80;0,0;;9,50;;;;170;;;;0,9;;0,7;0,30;0,53;0,10;1,00;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,27;0,05;2,28;0,10;1,10;;;;;;;0,13;;0,53;0,08;;3,55;;;0,00;;;;;;;;;;0,17;;0,11;;;;0,00;;;0,08;0,00;;;;0,00;;;;;3,80;4,29;0,36;;;8,46;0,11;0,25;64,1;3,33;998;1597;1731;532;143;832;699;899;226;1098;1265;699;1198;1830;2962;1065;865;832;;;0,23;;2,35;0,00;0,23;0,84;2,58;;6,23;20,0;6,25;0,94;
Grisek�d, hakket, 5-10% fedt, r�t;Pork, mince, 5-10% fat, raw;945;726;174;18,4;15,4;18,4;0,0;0,0;0,0;0,0;11,2;0,0;0,2;1,0;30,6;69,4;5,4;5,4;;0,21;0,11;;0,10;;0,52;0,52;;;;;;0,686;;;0,21;9,31;5,80;0,31;0,70;3,0;4,3;;0,84;;;;62,6;320,0;7,9;20,0;;0,99;0,080;2,34;0,01;;;;6,90;;;;190;;;;1,0;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,02;;0,17;;2,49;;1,30;0,01;;;;;;0,00;;0,35;;0,37;3,97;;;0,09;;;;;;;0,05;;;1,11;;0,12;;;;;;;;;;;;;;;;0,22;3,99;4,78;1,23;0,05;;10,27;0,12;1,11;59,1;3,09;959;1454;1733;495;130;712;650;835;210;1052;1145;743;1114;1733;2568;897;712;774;;;;;;;;;;;;0,0;6,25;0,92;
Kartoffel, gammel (februar - juni), r�;Potato, old (February to June), raw;946;345;81;2,2;1,7;2,2;18,2;16,8;16,8;1,4;0,3;0,0;;1,0;21,7;78,3;0,0;0,0;;0,00;0,00;;;;;;;;;;;;;;;0,56;;;;;;;0,00;9,0;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,05;;0,01;;;;;;;;;0,00;;;0,01;;;;;;;;;;;;;0,07;;0,10;;;;;;;;;;;;;;;;;0,06;0,01;0,17;;;0,24;0,10;0,07;0,0;0,35;81;120;127;30;18;88;42;74;33;130;92;39;77;465;292;63;77;77;;;;;;;;;;;;15,0;6,25;0,80;
Broccoli, dybfrost;Broccoli, frozen;947;113;27;2,8;;2,8;4,8;1,8;1,8;3,0;0,3;0,0;0,1;0,7;8,5;91,5;50,8;0,0;610;0,00;;;;;1,22;1,22;;;;;;0,053;;;0,10;0,37;0,37;0,12;;;67,0;;0,00;56,3;53,7;2,6;24,0;212,0;56,0;18,0;;0,81;;0,48;;;;;2,80;;;;50;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,00;;0,05;;0,00;;;;;;;;;0,00;;;0,03;;;0,00;;0,00;;;;;;;;0,03;;0,13;;0,00;;;;;0,00;;;;;0,00;;0,00;;;0,05;0,03;0,15;;;0,23;0,13;0,03;0,0;0,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,80;
Klipfisk, r�;Stockfish, cod, split, salted and dried, raw;948;421;99;24,3;;24,3;0,0;0,0;0,0;0,0;0,2;0,0;5,1;18,2;42,7;57,3;0,0;0,0;0;0,00;0,00;;;;0,50;0,50;;;;;0,0;0,080;;;0,09;5,72;2,00;0,20;0,34;0,0;0,0;0,0;0,85;0,0;0,0;;2033,0;78,0;70,0;12,0;;0,50;0,019;0,38;;;;;78,00;;;;300;;;;230,0;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,00;;0,03;0,00;0,01;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;0,01;;;0,00;;0,00;0,00;0,00;;;;;;0,00;;0,00;;0,00;0,00;0,00;0,00;;;0,02;;;;0,00;;0,05;;0,01;0,04;0,01;0,08;;;0,14;0,08;0,00;82,0;3,92;1215;1803;2195;745;169;902;941;980;223;1294;1490;510;1450;2587;3450;1411;823;;;;;;;;;;;;;25,0;6,25;0,70;
Grisek�d, nakkefilet, helt afpudset (Nakkekotelet), r�;Pork, collar, defatted, raw;949;756;182;17,4;14,4;17,4;0,0;0,0;0,0;0,0;12,4;0,0;0,1;1,0;30,9;69,2;6,2;6,2;0;0,22;0,12;;0,10;;0,55;0,55;;;;;0,0;0,747;;;0,21;8,40;5,18;0,26;0,92;3,2;4,4;;0,82;0,0;0,0;;45,5;327,0;6,1;20,3;;0,99;0,100;2,65;0,01;0,18;0,0;;9,20;;;;172;;;;1,0;;0,4;0,13;2,00;1,90;5,60;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;0,15;;3,02;0,04;1,89;0,02;;;;;;;;0,27;0,03;0,37;4,67;;0,11;;;;;;;;0,03;;;0,66;;0,05;;;0,04;;;;0,06;;;;;;;;;;5,12;5,48;0,81;0,03;;11,44;0,05;0,76;57,7;2,89;867;1329;1618;462;121;664;607;751;194;953;1069;664;1069;1618;2455;895;693;722;;;;;;;;;;;;1,0;6,25;0,92;
Jordskok, r�;Jerusalem artichoke, raw;950;335;79;2,1;;2,1;17,7;15,1;15,1;2,6;0,6;0,0;0,0;1,2;21,6;78,4;0,8;0,0;9;0,00;0,00;;;;0,15;0,15;;;;;;0,070;;;;0,24;;0,09;0,38;0,5;36,0;10,0;0,00;6,0;6,0;;3,0;561,0;28,0;16,0;;0,60;0,120;0,10;;6,40;;;0,03;;;;72;;;;0,1;;15,0;0,00;4,20;1,60;2,60;;1,10;;0,00;1,10;;0,00;3,03;3,03;;4,88;4,13;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,14;;0,01;;;;;;;;;;;;0,01;;;;;;;;;;;;;0,26;;0,07;;;;;;;;;;;;;;;;;0,14;0,01;0,32;;;0,48;0,07;0,26;0,0;0,34;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;31,0;6,25;0,80;
Lik�r, kaffe;Liqueur, coffee;952;1438;342;0,1;;0,1;46,8;46,8;46,8;0,0;0,3;21,7;0,0;0,1;69,0;31,0;0,0;0,0;0;0,00;0,00;;;;0,00;0,00;;;;;0,0;0,004;;;0,01;0,10;0,10;0,00;0,00;;0,0;;0,00;0,0;0,0;;8,0;30,0;1,0;3,0;;0,10;0,019;0,15;0,02;;;;;;;;6;;;;;;;;;0,10;1,60;;;;;;;;;;;;46,80;46,80;46,80;;;;;;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;;;0,08;;0,02;;;;;;;;;;;;0,02;;;0,00;;;;;;;;;;0,10;;0,01;;;;;;;;;;;;;;;;;0,10;0,02;0,11;;;0,23;0,01;0,10;0,0;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,78;1,13
G�s, k�d, r�;Goose, flesh only, raw;955;663;158;22,8;19,8;22,8;0,7;0,7;0,0;0,0;7,1;0,0;0,2;1,1;31,7;68,3;30,0;30,0;0;1,00;1,00;;;;0,00;0,00;;;;;0,0;0,129;;;0,38;9,56;4,28;0,64;1,97;;11,0;;0,49;7,2;7,2;;69,0;315,0;13,0;24,0;;2,57;0,306;2,34;0,02;;;;24,00;;;;312;;;;;;;;;;;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;0,00;0,00;;;;0,00;;;;;;;;;;;;;;;0,00;0,03;;0,03;;1,57;;0,98;;;;;;;;;0,29;;;1,68;;;0,00;;0,00;;;;;;;;0,85;;0,11;;;;;;;0,00;0,00;;;;0,00;;0,00;;;2,61;1,97;0,96;;;5,54;0,11;0,85;84,0;3,64;1165;1929;1929;619;349;946;874;983;317;1201;1456;619;1456;2220;3567;1274;1128;983;;;;;;;;;;;;53,0;6,25;0,78;
Rundstykke, spansk;Bread, white, roll;956;1192;281;9,4;8,4;10,3;58,1;54,7;53,8;3,4;2,0;0,0;1,3;2,0;71,5;28,5;0,0;0,0;0;0,00;0,00;;;;;;;;;;0,0;0,175;;;0,08;1,65;1,20;0,07;0,50;1,9;69,7;8,0;0,00;0,0;0,0;;502,4;144,8;49,0;20,8;;1,31;0,117;0,75;0,60;6,20;0,0;;3,10;;;;121;;1040;;2,5;;23,6;0,64;0,70;3,00;8,50;;0,20;;0,10;0,30;0,00;0,00;0,05;0,05;;;0,35;0,00;0,00;;;;;;53,40;0,41;0,00;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;0,02;;0,56;;0,08;0,00;;0,00;;;;;;0,00;;0,02;0,58;;;0,00;;;;;;;0,00;;;0,42;;0,04;;;;;;;;;;;;;;;;;0,65;0,61;0,46;0,00;;1,73;0,04;0,42;0,0;1,65;414;712;232;154;182;496;232;281;99;480;381;215;314;463;3045;397;1092;496;;;;0,00;;;;;;;0,00;0,0;5,70;0,87;
